row_id,image_id,width,height,bbox,class_id,confidence
test_pen1_tur_cam1_20250921_083826_0006,pen1_tur_cam1_20250921_083826.jpg,1280,720,"[1085.0,406.5,86.0,180.0]",2,0.963
test_pen1_tur_cam1_20250921_084026_0006,pen1_tur_cam1_20250921_084026.jpg,1280,720,"[810.5,516.0,248.0,134.0]",4,0.857
test_pen1_tur_cam1_20250921_084226_0002,pen1_tur_cam1_20250921_084226.jpg,1280,720,"[807.0,517.5,249.0,132.0]",4,0.848
test_pen1_tur_cam1_20250921_084226_0005,pen1_tur_cam1_20250921_084226.jpg,1280,720,"[805.5,157.0,192.0,175.0]",3,0.8193
test_pen1_tur_cam1_20250921_090621_0002,pen1_tur_cam1_20250921_090621.jpg,1280,720,"[299.5,400.0,413.0,282.0]",1,0.9297
test_pen1_tur_cam1_20250921_090621_0005,pen1_tur_cam1_20250921_090621.jpg,1280,720,"[772.5,144.0,216.0,135.0]",3,0.8184
test_pen1_tur_cam1_20250921_091134_0000,pen1_tur_cam1_20250921_091134.jpg,1280,720,"[255.2,224.0,306.0,324.0]",2,0.994
test_pen1_tur_cam1_20250921_091134_0002,pen1_tur_cam1_20250921_091134.jpg,1280,720,"[518.5,17.0,333.0,187.0]",0,0.9307
test_pen1_tur_cam1_20250921_091334_0001,pen1_tur_cam1_20250921_091334.jpg,1280,720,"[531.5,21.5,319.0,183.0]",0,0.9355
test_pen1_tur_cam1_20250921_092354_0000,pen1_tur_cam1_20250921_092354.jpg,1280,720,"[246.5,178.0,209.0,387.0]",2,0.9697
test_pen1_tur_cam1_20250921_092354_0003,pen1_tur_cam1_20250921_092354.jpg,1280,720,"[509.5,21.5,333.0,152.0]",3,0.821
test_pen1_tur_cam1_20250921_092354_0005,pen1_tur_cam1_20250921_092354.jpg,1280,720,"[884.5,146.5,178.0,222.0]",3,0.821
test_pen1_tur_cam1_20250921_092505_0002,pen1_tur_cam1_20250921_092505.jpg,1280,720,"[254.0,424.5,379.0,261.0]",2,0.9243
test_pen1_tur_cam1_20250921_092505_0008,pen1_tur_cam1_20250921_092505.jpg,1280,720,"[1094.0,352.5,65.0,206.0]",4,0.8574
test_pen1_tur_cam1_20250921_092705_0003,pen1_tur_cam1_20250921_092705.jpg,1280,720,"[827.5,155.5,189.0,248.0]",3,0.8184
test_pen1_tur_cam1_20250921_092905_0000,pen1_tur_cam1_20250921_092905.jpg,1280,720,"[490.5,63.5,238.0,408.0]",3,0.8184
test_pen1_tur_cam1_20250921_092905_0005,pen1_tur_cam1_20250921_092905.jpg,1280,720,"[849.5,145.0,234.0,198.0]",3,0.818
test_pen1_tur_cam1_20250921_093017_0007,pen1_tur_cam1_20250921_093017.jpg,1280,720,"[995.5,170.5,142.0,230.0]",3,0.822
test_pen1_tur_cam1_20250921_093217_0001,pen1_tur_cam1_20250921_093217.jpg,1280,720,"[278.5,39.5,424.0,227.0]",3,0.818
test_pen1_tur_cam1_20250921_093217_0005,pen1_tur_cam1_20250921_093217.jpg,1280,720,"[890.0,153.5,193.0,243.0]",3,0.8193
test_pen1_tur_cam1_20250921_093928_0006,pen1_tur_cam1_20250921_093928.jpg,1280,720,"[666.5,499.5,319.0,151.0]",4,0.854
test_pen1_tur_cam1_20250921_094950_0005,pen1_tur_cam1_20250921_094950.jpg,1280,720,"[256.0,525.5,428.0,151.0]",4,0.855
test_pen1_tur_cam1_20250922_115017_0002,pen1_tur_cam1_20250922_115017.jpg,1280,720,"[651.5,463.0,302.0,198.0]",1,0.9355
test_pen1_tur_cam1_20250922_115017_0004,pen1_tur_cam1_20250922_115017.jpg,1280,720,"[504.0,29.0,326.0,166.0]",0,0.935
test_pen1_tur_cam1_20250922_115017_0006,pen1_tur_cam1_20250922_115017.jpg,1280,720,"[573.0,143.5,293.0,218.0]",0,0.9316
test_pen1_tur_cam1_20250922_115518_0000,pen1_tur_cam1_20250922_115518.jpg,1280,720,"[244.0,415.5,429.0,263.0]",1,0.933
test_pen1_tur_cam1_20250922_120220_0002,pen1_tur_cam1_20250922_120220.jpg,1280,720,"[930.5,492.0,178.0,141.0]",0,0.9365
test_pen1_tur_cam1_20250922_120220_0005,pen1_tur_cam1_20250922_120220.jpg,1280,720,"[244.0,412.5,416.0,270.0]",1,0.932
test_pen1_tur_cam1_20250922_121222_0000,pen1_tur_cam1_20250922_121222.jpg,1280,720,"[243.5,414.0,416.0,269.0]",1,0.9316
test_pen1_tur_cam1_20250922_121222_0001,pen1_tur_cam1_20250922_121222.jpg,1280,720,"[587.5,447.5,356.0,219.0]",1,0.932
test_pen1_tur_cam1_20250922_121222_0003,pen1_tur_cam1_20250922_121222.jpg,1280,720,"[511.5,32.5,320.0,182.0]",0,0.932
test_pen1_tur_cam1_20250922_122226_0001,pen1_tur_cam1_20250922_122226.jpg,1280,720,"[589.0,456.5,336.0,210.0]",1,0.9297
test_pen1_tur_cam1_20250922_122527_0002,pen1_tur_cam1_20250922_122527.jpg,1280,720,"[601.5,454.5,332.0,210.0]",1,0.9307
test_pen1_tur_cam1_20250922_122527_0004,pen1_tur_cam1_20250922_122527.jpg,1280,720,"[924.5,485.0,182.0,148.0]",0,0.933
test_pen1_tur_cam1_20250922_124732_0000,pen1_tur_cam1_20250922_124732.jpg,1280,720,"[739.5,395.5,290.0,244.0]",2,0.886
test_pen1_tur_cam1_20250922_124932_0000,pen1_tur_cam1_20250922_124932.jpg,1280,720,"[244.8,403.7,395.0,261.0]",2,0.989
test_pen1_tur_cam1_20250922_125034_0000,pen1_tur_cam1_20250922_125034.jpg,1280,720,"[735.5,380.0,208.0,298.0]",2,0.915
test_pen1_tur_cam1_20250922_125034_0006,pen1_tur_cam1_20250922_125034.jpg,1280,720,"[973.0,206.0,165.0,148.0]",3,0.8184
test_pen1_tur_cam1_20250922_125535_0003,pen1_tur_cam1_20250922_125535.jpg,1280,720,"[227.5,200.0,208.0,392.0]",2,0.9316
test_pen1_tur_cam1_20250922_125735_0006,pen1_tur_cam1_20250922_125735.jpg,1280,720,"[948.5,163.5,140.0,226.0]",3,0.8184
test_pen1_tur_cam1_20250922_125735_0007,pen1_tur_cam1_20250922_125735.jpg,1280,720,"[1010.0,151.5,119.0,264.0]",3,0.8184
test_pen1_tur_cam1_20250922_125935_0001,pen1_tur_cam1_20250922_125935.jpg,1280,720,"[894.5,159.0,191.0,256.0]",3,0.8223
test_pen1_tur_cam1_20250922_125935_0006,pen1_tur_cam1_20250922_125935.jpg,1280,720,"[994.0,194.0,138.0,207.0]",3,0.8203
test_pen1_tur_cam1_20250922_130037_0004,pen1_tur_cam1_20250922_130037.jpg,1280,720,"[510.5,460.5,411.0,218.0]",2,0.8765
test_pen1_tur_cam1_20250922_130037_0006,pen1_tur_cam1_20250922_130037.jpg,1280,720,"[948.0,168.5,155.0,224.0]",3,0.818
test_pen1_tur_cam1_20250922_130237_0006,pen1_tur_cam1_20250922_130237.jpg,1280,720,"[846.0,516.5,202.0,131.0]",4,0.8403
test_pen1_tur_cam1_20250922_130538_0004,pen1_tur_cam1_20250922_130538.jpg,1280,720,"[833.5,518.5,219.0,131.0]",4,0.849
test_pen1_tur_cam1_20250922_130938_0004,pen1_tur_cam1_20250922_130938.jpg,1280,720,"[802.0,515.5,257.0,132.0]",4,0.856
test_pen1_tur_cam1_20250922_130938_0005,pen1_tur_cam1_20250922_130938.jpg,1280,720,"[950.0,161.0,142.0,230.0]",3,0.818
test_pen1_tur_cam1_20250922_131240_0000,pen1_tur_cam1_20250922_131240.jpg,1280,720,"[488.5,388.5,361.0,268.0]",0,0.9355
test_pen1_tur_cam1_20250922_131240_0007,pen1_tur_cam1_20250922_131240.jpg,1280,720,"[833.0,518.5,221.0,129.0]",4,0.846
test_pen1_tur_cam1_20250922_132744_0002,pen1_tur_cam1_20250922_132744.jpg,1280,720,"[252.0,199.1,186.0,447.0]",4,0.849
test_pen1_tur_cam1_20250922_132744_0008,pen1_tur_cam1_20250922_132744.jpg,1280,720,"[1074.0,495.0,90.0,96.0]",2,0.9556
test_pen1_tur_cam1_20250922_132944_0001,pen1_tur_cam1_20250922_132944.jpg,1280,720,"[233.5,259.6,206.0,405.0]",2,0.9297
test_pen1_tur_cam1_20250922_133046_0003,pen1_tur_cam1_20250922_133046.jpg,1280,720,"[273.0,239.5,224.0,378.0]",2,0.988
test_pen1_tur_cam1_20250922_133246_0001,pen1_tur_cam1_20250922_133246.jpg,1280,720,"[266.5,254.6,220.0,386.0]",2,0.9824
test_pen1_tur_cam1_20250922_133246_0003,pen1_tur_cam1_20250922_133246.jpg,1280,720,"[830.0,146.5,214.0,256.0]",3,0.818
test_pen1_tur_cam1_20250922_133446_0000,pen1_tur_cam1_20250922_133446.jpg,1280,720,"[328.0,32.5,398.0,257.0]",3,0.819
test_pen1_tur_cam1_20250922_133547_0001,pen1_tur_cam1_20250922_133547.jpg,1280,720,"[290.5,241.6,241.0,339.0]",2,0.9824
test_pen1_tur_cam1_20250922_134749_0004,pen1_tur_cam1_20250922_134749.jpg,1280,720,"[889.0,171.5,140.0,247.0]",3,0.8193
test_pen1_tur_cam1_20250922_140954_0005,pen1_tur_cam1_20250922_140954.jpg,1280,720,"[876.5,146.5,210.0,205.0]",3,0.8184
test_pen1_tur_cam1_20250922_140954_0006,pen1_tur_cam1_20250922_140954.jpg,1280,720,"[782.5,476.5,264.0,164.0]",3,0.822
test_pen1_tur_cam1_20250922_141255_0003,pen1_tur_cam1_20250922_141255.jpg,1280,720,"[856.5,150.0,227.0,190.0]",3,0.82
test_pen1_tur_cam1_20250922_141255_0006,pen1_tur_cam1_20250922_141255.jpg,1280,720,"[1002.3,367.5,129.0,256.0]",3,0.8257
test_pen1_tur_cam1_20250922_141557_0004,pen1_tur_cam1_20250922_141557.jpg,1280,720,"[856.5,158.5,221.0,190.0]",3,0.8193
test_pen1_tur_cam1_20250922_141557_0008,pen1_tur_cam1_20250922_141557.jpg,1280,720,"[1053.5,494.0,104.0,114.0]",0,0.935
test_pen1_tur_cam1_20250922_141757_0001,pen1_tur_cam1_20250922_141757.jpg,1280,720,"[446.5,170.5,385.0,226.0]",1,0.9316
test_pen1_tur_cam1_20250922_141757_0006,pen1_tur_cam1_20250922_141757.jpg,1280,720,"[549.0,543.0,359.0,130.0]",4,0.849
test_pen1_tur_cam1_20250922_142458_0000,pen1_tur_cam1_20250922_142458.jpg,1280,720,"[443.5,155.0,376.0,239.0]",1,0.932
test_pen1_tur_cam1_20250922_142458_0001,pen1_tur_cam1_20250922_142458.jpg,1280,720,"[506.0,487.0,407.0,201.0]",2,0.9375
test_pen1_tur_cam1_20250922_143101_0003,pen1_tur_cam1_20250922_143101.jpg,1280,720,"[572.5,165.5,294.0,199.0]",2,0.9946
test_pen1_tur_cam1_20250922_143101_0004,pen1_tur_cam1_20250922_143101.jpg,1280,720,"[524.5,40.5,313.0,169.0]",0,0.9355
test_pen1_tur_cam1_20250922_143101_0008,pen1_tur_cam1_20250922_143101.jpg,1280,720,"[1064.5,481.5,92.0,121.0]",0,0.9365
test_pen1_tur_cam1_20250922_143301_0003,pen1_tur_cam1_20250922_143301.jpg,1280,720,"[844.0,148.0,239.0,181.0]",3,0.8184
test_pen1_tur_cam1_20250922_143301_0005,pen1_tur_cam1_20250922_143301.jpg,1280,720,"[569.0,36.0,265.0,172.0]",0,0.934
test_pen1_tur_cam1_20250922_143301_0008,pen1_tur_cam1_20250922_143301.jpg,1280,720,"[1067.5,481.5,89.0,120.0]",0,0.935
test_pen1_tur_cam1_20250922_144804_0003,pen1_tur_cam1_20250922_144804.jpg,1280,720,"[556.0,38.5,298.0,206.0]",0,0.932
test_pen1_tur_cam1_20250922_144804_0008,pen1_tur_cam1_20250922_144804.jpg,1280,720,"[1064.5,473.5,91.0,130.0]",0,0.934
test_pen1_tur_cam1_20250922_145004_0004,pen1_tur_cam1_20250922_145004.jpg,1280,720,"[750.0,429.5,278.0,179.0]",2,0.921
test_pen1_tur_cam1_20250922_145107_0002,pen1_tur_cam1_20250922_145107.jpg,1280,720,"[549.0,38.0,307.0,217.0]",0,0.933
test_pen1_tur_cam1_20250922_145107_0008,pen1_tur_cam1_20250922_145107.jpg,1280,720,"[1064.0,473.2,92.0,129.0]",0,0.934
test_pen1_tur_cam1_20250922_145307_0002,pen1_tur_cam1_20250922_145307.jpg,1280,720,"[460.5,466.0,393.0,207.0]",1,0.933
test_pen1_tur_cam1_20250922_145307_0006,pen1_tur_cam1_20250922_145307.jpg,1280,720,"[861.0,490.5,225.0,159.0]",0,0.9316
test_pen1_tur_cam1_20250922_145307_0008,pen1_tur_cam1_20250922_145307.jpg,1280,720,"[1062.7,479.2,93.0,124.0]",0,0.934
test_pen1_tur_cam1_20250922_145807_0007,pen1_tur_cam1_20250922_145807.jpg,1280,720,"[1091.5,217.0,95.0,189.0]",3,0.82
test_pen1_tur_cam1_20250922_150109_0001,pen1_tur_cam1_20250922_150109.jpg,1280,720,"[560.0,43.0,294.0,227.0]",0,0.9395
test_pen1_tur_cam1_20250922_170541_0001,pen1_tur_cam1_20250922_170541.jpg,1280,720,"[623.0,163.5,304.0,218.0]",0,0.9375
test_pen1_tur_cam1_20250922_171544_0001,pen1_tur_cam1_20250922_171544.jpg,1280,720,"[251.5,231.0,273.0,416.0]",1,0.9307
test_pen1_tur_cam1_20250922_171544_0004,pen1_tur_cam1_20250922_171544.jpg,1280,720,"[486.5,494.0,344.0,182.0]",1,0.933
test_pen1_tur_cam1_20250922_171645_0004,pen1_tur_cam1_20250922_171645.jpg,1280,720,"[490.5,491.5,339.0,185.0]",1,0.934
test_pen1_tur_cam1_20250922_172346_0003,pen1_tur_cam1_20250922_172346.jpg,1280,720,"[453.0,146.0,349.0,312.0]",1,0.9307
test_pen1_tur_cam1_20250923_060024_0000,pen1_tur_cam1_20250923_060024.jpg,1280,720,"[330.5,351.0,468.0,218.0]",1,0.932
test_pen1_tur_cam1_20250923_060024_0002,pen1_tur_cam1_20250923_060024.jpg,1280,720,"[287.5,28.5,221.0,375.0]",0,0.933
test_pen1_tur_cam1_20250923_060024_0003,pen1_tur_cam1_20250923_060024.jpg,1280,720,"[351.5,497.5,413.0,178.0]",1,0.934
test_pen1_tur_cam1_20250923_060024_0006,pen1_tur_cam1_20250923_060024.jpg,1280,720,"[834.5,474.5,240.0,161.0]",1,0.9307
test_pen1_tur_cam1_20250923_060224_0001,pen1_tur_cam1_20250923_060224.jpg,1280,720,"[351.5,496.5,413.0,179.0]",1,0.934
test_pen1_tur_cam1_20250923_060224_0003,pen1_tur_cam1_20250923_060224.jpg,1280,720,"[346.5,361.0,441.0,204.0]",1,0.9297
test_pen1_tur_cam1_20250923_060725_0003,pen1_tur_cam1_20250923_060725.jpg,1280,720,"[534.0,24.5,322.0,223.0]",1,0.9316
test_pen1_tur_cam1_20250923_061226_0000,pen1_tur_cam1_20250923_061226.jpg,1280,720,"[522.5,20.0,326.0,232.0]",1,0.934
test_pen1_tur_cam1_20250923_061928_0000,pen1_tur_cam1_20250923_061928.jpg,1280,720,"[525.0,19.0,323.0,239.0]",1,0.934
test_pen1_tur_cam1_20250923_061928_0003,pen1_tur_cam1_20250923_061928.jpg,1280,720,"[319.5,334.0,437.0,265.0]",1,0.932
test_pen1_tur_cam1_20250923_061928_0005,pen1_tur_cam1_20250923_061928.jpg,1280,720,"[313.0,519.7,452.0,157.0]",1,0.934
test_pen1_tur_cam1_20250923_063534_0002,pen1_tur_cam1_20250923_063534.jpg,1280,720,"[279.0,165.5,286.0,340.0]",2,0.9897
test_pen1_tur_cam1_20250923_065437_0002,pen1_tur_cam1_20250923_065437.jpg,1280,720,"[317.8,64.5,309.0,372.0]",4,0.8394
test_pen1_tur_cam1_20250923_065539_0003,pen1_tur_cam1_20250923_065539.jpg,1280,720,"[828.5,166.5,175.0,186.0]",3,0.821
test_pen1_tur_cam1_20250923_065739_0005,pen1_tur_cam1_20250923_065739.jpg,1280,720,"[863.5,161.5,219.0,177.0]",3,0.8184
test_pen1_tur_cam1_20250923_071242_0001,pen1_tur_cam1_20250923_071242.jpg,1280,720,"[282.5,492.5,449.0,185.0]",0,0.9375
test_pen1_tur_cam1_20250923_071744_0003,pen1_tur_cam1_20250923_071744.jpg,1280,720,"[845.5,144.0,230.0,188.0]",3,0.8203
test_pen1_tur_cam1_20250923_071944_0001,pen1_tur_cam1_20250923_071944.jpg,1280,720,"[782.0,135.5,195.0,334.0]",3,0.8193
test_pen1_tur_cam1_20250923_072246_0002,pen1_tur_cam1_20250923_072246.jpg,1280,720,"[845.5,145.0,220.0,219.0]",3,0.822
test_pen1_tur_cam1_20250923_072446_0005,pen1_tur_cam1_20250923_072446.jpg,1280,720,"[704.5,545.2,278.0,124.0]",4,0.843
test_pen1_tur_cam1_20250923_072546_0001,pen1_tur_cam1_20250923_072546.jpg,1280,720,"[703.5,536.0,278.0,133.0]",4,0.8447
test_pen1_tur_cam1_20250923_072746_0000,pen1_tur_cam1_20250923_072746.jpg,1280,720,"[276.5,480.6,394.0,234.0]",2,0.9375
test_pen1_tur_cam1_20250923_072746_0004,pen1_tur_cam1_20250923_072746.jpg,1280,720,"[690.0,518.0,292.0,130.0]",4,0.8486
test_pen1_tur_cam1_20250923_072946_0006,pen1_tur_cam1_20250923_072946.jpg,1280,720,"[967.0,163.0,157.0,236.0]",3,0.8193
test_pen1_tur_cam1_20250923_073749_0007,pen1_tur_cam1_20250923_073749.jpg,1280,720,"[1003.0,211.5,131.0,136.0]",3,0.8184
test_pen1_tur_cam1_20250923_074951_0005,pen1_tur_cam1_20250923_074951.jpg,1280,720,"[339.0,257.5,243.0,419.0]",2,0.8994
test_pen1_tur_cam1_20250923_075253_0004,pen1_tur_cam1_20250923_075253.jpg,1280,720,"[284.8,90.2,290.0,378.0]",2,0.994
test_pen1_tur_cam1_20250923_075453_0006,pen1_tur_cam1_20250923_075453.jpg,1280,720,"[1046.0,478.5,115.0,123.0]",0,0.935
test_pen1_tur_cam1_20250923_075453_0007,pen1_tur_cam1_20250923_075453.jpg,1280,720,"[1080.5,235.0,99.0,202.0]",3,0.8184
test_pen1_tur_cam1_20250923_075954_0001,pen1_tur_cam1_20250923_075954.jpg,1280,720,"[801.5,158.5,191.0,187.0]",3,0.818
test_pen1_tur_cam1_20250923_082501_0001,pen1_tur_cam1_20250923_082501.jpg,1280,720,"[646.5,456.0,321.0,206.0]",0,0.9395
test_pen1_tur_cam1_20250923_082602_0000,pen1_tur_cam1_20250923_082602.jpg,1280,720,"[645.0,456.0,323.0,205.0]",0,0.9365
test_pen1_tur_cam1_20250923_082802_0004,pen1_tur_cam1_20250923_082802.jpg,1280,720,"[636.0,451.5,322.0,204.0]",0,0.932
test_pen1_tur_cam1_20250923_082802_0005,pen1_tur_cam1_20250923_082802.jpg,1280,720,"[862.0,146.0,220.0,207.0]",3,0.8223
test_pen1_tur_cam1_20250923_083804_0001,pen1_tur_cam1_20250923_083804.jpg,1280,720,"[624.0,130.0,242.0,372.0]",3,0.8193
test_pen1_tur_cam1_20250923_090814_0002,pen1_tur_cam1_20250923_090814.jpg,1280,720,"[584.0,159.0,190.0,287.0]",2,0.991
test_pen1_tur_cam1_20250923_090814_0003,pen1_tur_cam1_20250923_090814.jpg,1280,720,"[476.5,467.5,387.0,206.0]",1,0.9365
test_pen1_tur_cam1_20250923_091014_0001,pen1_tur_cam1_20250923_091014.jpg,1280,720,"[480.5,454.5,408.0,218.0]",1,0.932
test_pen1_tur_cam1_20250923_094022_0003,pen1_tur_cam1_20250923_094022.jpg,1280,720,"[249.5,85.0,162.0,338.0]",4,0.849
test_pen1_tur_cam1_20250923_094123_0005,pen1_tur_cam1_20250923_094123.jpg,1280,720,"[850.0,146.5,202.0,259.0]",3,0.8193
test_pen1_tur_cam1_20250923_095025_0006,pen1_tur_cam1_20250923_095025.jpg,1280,720,"[858.5,146.0,192.0,245.0]",3,0.8193
test_pen1_tur_cam1_20250923_095326_0000,pen1_tur_cam1_20250923_095326.jpg,1280,720,"[245.5,247.0,158.0,425.0]",4,0.8496
test_pen1_tur_cam1_20250923_095326_0002,pen1_tur_cam1_20250923_095326.jpg,1280,720,"[359.0,1.5,297.0,289.0]",3,0.8223
test_pen1_tur_cam1_20250923_095526_0000,pen1_tur_cam1_20250923_095526.jpg,1280,720,"[245.0,241.0,158.0,430.0]",4,0.842
test_pen1_tur_cam1_20250923_095526_0003,pen1_tur_cam1_20250923_095526.jpg,1280,720,"[438.0,96.5,331.0,212.0]",3,0.8223
