row_id,image_id,width,height,bbox,class_id,confidence
test_pen1_tur_cam1_20250921_075546_0001,pen1_tur_cam1_20250921_075546.jpg,1280,720,"[272.5,33.0,292.0,370.0]",2,0.8228
test_pen1_tur_cam1_20250921_082253_0001,pen1_tur_cam1_20250921_082253.jpg,1280,720,"[757.0,473.0,259.0,185.0]",0,0.827
test_pen1_tur_cam1_20250921_082253_0002,pen1_tur_cam1_20250921_082253.jpg,1280,720,"[397.5,447.0,389.0,229.0]",1,0.8228
test_pen1_tur_cam1_20250921_082253_0007,pen1_tur_cam1_20250921_082253.jpg,1280,720,"[1019.0,484.5,136.0,122.0]",0,0.8057
test_pen1_tur_cam1_20250921_082453_0000,pen1_tur_cam1_20250921_082453.jpg,1280,720,"[753.0,478.5,266.0,182.0]",0,0.8203
test_pen1_tur_cam1_20250921_083715_0002,pen1_tur_cam1_20250921_083715.jpg,1280,720,"[432.5,264.5,261.0,238.0]",2,0.888
test_pen1_tur_cam1_20250921_083715_0008,pen1_tur_cam1_20250921_083715.jpg,1280,720,"[1034.5,514.5,127.0,92.0]",4,0.7393
test_pen1_tur_cam1_20250921_083826_0002,pen1_tur_cam1_20250921_083826.jpg,1280,720,"[456.5,287.5,255.0,308.0]",2,0.665
test_pen1_tur_cam1_20250921_084026_0008,pen1_tur_cam1_20250921_084026.jpg,1280,720,"[994.0,174.0,114.0,119.0]",4,0.745
test_pen1_tur_cam1_20250921_091134_0000,pen1_tur_cam1_20250921_091134.jpg,1280,720,"[255.2,224.0,306.0,324.0]",2,0.7944
test_pen1_tur_cam1_20250921_092354_0000,pen1_tur_cam1_20250921_092354.jpg,1280,720,"[246.5,178.0,209.0,387.0]",2,0.828
test_pen1_tur_cam1_20250921_092505_0002,pen1_tur_cam1_20250921_092505.jpg,1280,720,"[254.0,424.5,379.0,261.0]",2,0.7656
test_pen1_tur_cam1_20250921_092505_0003,pen1_tur_cam1_20250921_092505.jpg,1280,720,"[256.5,289.0,505.0,164.0]",3,0.773
test_pen1_tur_cam1_20250921_092505_0008,pen1_tur_cam1_20250921_092505.jpg,1280,720,"[1094.0,352.5,65.0,206.0]",4,0.7637
test_pen1_tur_cam1_20250921_093928_0008,pen1_tur_cam1_20250921_093928.jpg,1280,720,"[990.0,170.0,129.0,118.0]",4,0.7456
test_pen1_tur_cam1_20250922_115017_0004,pen1_tur_cam1_20250922_115017.jpg,1280,720,"[504.0,29.0,326.0,166.0]",0,0.852
test_pen1_tur_cam1_20250922_120220_0002,pen1_tur_cam1_20250922_120220.jpg,1280,720,"[930.5,492.0,178.0,141.0]",0,0.813
test_pen1_tur_cam1_20250922_120220_0008,pen1_tur_cam1_20250922_120220.jpg,1280,720,"[1093.5,356.5,69.0,222.0]",4,0.787
test_pen1_tur_cam1_20250922_121222_0003,pen1_tur_cam1_20250922_121222.jpg,1280,720,"[511.5,32.5,320.0,182.0]",0,0.8247
test_pen1_tur_cam1_20250922_122226_0007,pen1_tur_cam1_20250922_122226.jpg,1280,720,"[1078.0,368.0,82.0,220.0]",0,0.8193
test_pen1_tur_cam1_20250922_124732_0000,pen1_tur_cam1_20250922_124732.jpg,1280,720,"[739.5,395.5,290.0,244.0]",2,0.616
test_pen1_tur_cam1_20250922_124932_0000,pen1_tur_cam1_20250922_124932.jpg,1280,720,"[244.8,403.7,395.0,261.0]",2,0.8467
test_pen1_tur_cam1_20250922_125034_0000,pen1_tur_cam1_20250922_125034.jpg,1280,720,"[735.5,380.0,208.0,298.0]",2,0.804
test_pen1_tur_cam1_20250922_125034_0006,pen1_tur_cam1_20250922_125034.jpg,1280,720,"[973.0,206.0,165.0,148.0]",3,0.784
test_pen1_tur_cam1_20250922_125535_0003,pen1_tur_cam1_20250922_125535.jpg,1280,720,"[227.5,200.0,208.0,392.0]",2,0.7505
test_pen1_tur_cam1_20250922_125935_0001,pen1_tur_cam1_20250922_125935.jpg,1280,720,"[894.5,159.0,191.0,256.0]",3,0.7764
test_pen1_tur_cam1_20250922_130237_0005,pen1_tur_cam1_20250922_130237.jpg,1280,720,"[1092.5,221.5,94.0,189.0]",3,0.774
test_pen1_tur_cam1_20250922_130538_0008,pen1_tur_cam1_20250922_130538.jpg,1280,720,"[289.0,0.5,183.0,324.0]",2,0.718
test_pen1_tur_cam1_20250922_131240_0000,pen1_tur_cam1_20250922_131240.jpg,1280,720,"[488.5,388.5,361.0,268.0]",0,0.8135
test_pen1_tur_cam1_20250922_132744_0004,pen1_tur_cam1_20250922_132744.jpg,1280,720,"[842.0,432.0,187.0,175.0]",2,0.8447
test_pen1_tur_cam1_20250922_132944_0001,pen1_tur_cam1_20250922_132944.jpg,1280,720,"[233.5,259.6,206.0,405.0]",2,0.6846
test_pen1_tur_cam1_20250922_133046_0003,pen1_tur_cam1_20250922_133046.jpg,1280,720,"[273.0,239.5,224.0,378.0]",2,0.6533
test_pen1_tur_cam1_20250922_133446_0006,pen1_tur_cam1_20250922_133446.jpg,1280,720,"[1097.0,374.0,67.0,212.0]",4,0.7466
test_pen1_tur_cam1_20250922_133547_0005,pen1_tur_cam1_20250922_133547.jpg,1280,720,"[1095.0,368.5,67.0,217.0]",4,0.734
test_pen1_tur_cam1_20250922_133547_0008,pen1_tur_cam1_20250922_133547.jpg,1280,720,"[981.5,172.5,125.0,117.0]",4,0.741
test_pen1_tur_cam1_20250922_141557_0008,pen1_tur_cam1_20250922_141557.jpg,1280,720,"[1053.5,494.0,104.0,114.0]",0,0.817
test_pen1_tur_cam1_20250922_141757_0006,pen1_tur_cam1_20250922_141757.jpg,1280,720,"[549.0,543.0,359.0,130.0]",4,0.739
test_pen1_tur_cam1_20250922_142458_0000,pen1_tur_cam1_20250922_142458.jpg,1280,720,"[443.5,155.0,376.0,239.0]",1,0.829
test_pen1_tur_cam1_20250922_142458_0007,pen1_tur_cam1_20250922_142458.jpg,1280,720,"[1025.8,478.5,129.0,132.0]",0,0.857
test_pen1_tur_cam1_20250922_143101_0003,pen1_tur_cam1_20250922_143101.jpg,1280,720,"[572.5,165.5,294.0,199.0]",2,0.883
test_pen1_tur_cam1_20250922_143101_0008,pen1_tur_cam1_20250922_143101.jpg,1280,720,"[1064.5,481.5,92.0,121.0]",0,0.8066
test_pen1_tur_cam1_20250922_145107_0002,pen1_tur_cam1_20250922_145107.jpg,1280,720,"[549.0,38.0,307.0,217.0]",0,0.82
test_pen1_tur_cam1_20250922_145107_0007,pen1_tur_cam1_20250922_145107.jpg,1280,720,"[1053.0,256.5,106.0,133.0]",3,0.777
test_pen1_tur_cam1_20250922_145307_0002,pen1_tur_cam1_20250922_145307.jpg,1280,720,"[460.5,466.0,393.0,207.0]",1,0.8613
test_pen1_tur_cam1_20250922_145507_0005,pen1_tur_cam1_20250922_145507.jpg,1280,720,"[452.5,453.5,397.0,219.0]",1,0.826
test_pen1_tur_cam1_20250922_172346_0001,pen1_tur_cam1_20250922_172346.jpg,1280,720,"[487.5,439.5,358.0,237.0]",2,0.6416
test_pen1_tur_cam1_20250923_060725_0003,pen1_tur_cam1_20250923_060725.jpg,1280,720,"[534.0,24.5,322.0,223.0]",1,0.834
test_pen1_tur_cam1_20250923_061226_0000,pen1_tur_cam1_20250923_061226.jpg,1280,720,"[522.5,20.0,326.0,232.0]",1,0.833
test_pen1_tur_cam1_20250923_061928_0000,pen1_tur_cam1_20250923_061928.jpg,1280,720,"[525.0,19.0,323.0,239.0]",1,0.8354
test_pen1_tur_cam1_20250923_063432_0000,pen1_tur_cam1_20250923_063432.jpg,1280,720,"[291.0,226.5,346.0,295.0]",2,0.656
test_pen1_tur_cam1_20250923_063534_0002,pen1_tur_cam1_20250923_063534.jpg,1280,720,"[279.0,165.5,286.0,340.0]",2,0.7686
test_pen1_tur_cam1_20250923_071242_0001,pen1_tur_cam1_20250923_071242.jpg,1280,720,"[282.5,492.5,449.0,185.0]",0,0.8315
test_pen1_tur_cam1_20250923_072046_0000,pen1_tur_cam1_20250923_072046.jpg,1280,720,"[244.5,333.0,333.0,350.0]",2,0.657
test_pen1_tur_cam1_20250923_072746_0000,pen1_tur_cam1_20250923_072746.jpg,1280,720,"[276.5,480.6,394.0,234.0]",2,0.688
test_pen1_tur_cam1_20250923_073248_0006,pen1_tur_cam1_20250923_073248.jpg,1280,720,"[1076.5,247.5,85.0,209.0]",4,0.7573
test_pen1_tur_cam1_20250923_073749_0007,pen1_tur_cam1_20250923_073749.jpg,1280,720,"[1003.0,211.5,131.0,136.0]",3,0.779
test_pen1_tur_cam1_20250923_074951_0005,pen1_tur_cam1_20250923_074951.jpg,1280,720,"[339.0,257.5,243.0,419.0]",2,0.8003
test_pen1_tur_cam1_20250923_075253_0004,pen1_tur_cam1_20250923_075253.jpg,1280,720,"[284.8,90.2,290.0,378.0]",2,0.844
test_pen1_tur_cam1_20250923_075453_0006,pen1_tur_cam1_20250923_075453.jpg,1280,720,"[1046.0,478.5,115.0,123.0]",0,0.8315
test_pen1_tur_cam1_20250923_075453_0007,pen1_tur_cam1_20250923_075453.jpg,1280,720,"[1080.5,235.0,99.0,202.0]",3,0.7817
test_pen1_tur_cam1_20250923_081559_0002,pen1_tur_cam1_20250923_081559.jpg,1280,720,"[865.0,391.0,212.0,164.0]",0,0.8237
test_pen1_tur_cam1_20250923_081559_0008,pen1_tur_cam1_20250923_081559.jpg,1280,720,"[987.5,176.0,105.0,109.0]",4,0.7554
test_pen1_tur_cam1_20250923_082501_0001,pen1_tur_cam1_20250923_082501.jpg,1280,720,"[646.5,456.0,321.0,206.0]",0,0.8276
test_pen1_tur_cam1_20250923_082501_0005,pen1_tur_cam1_20250923_082501.jpg,1280,720,"[884.5,377.5,196.0,177.0]",0,0.807
test_pen1_tur_cam1_20250923_082602_0000,pen1_tur_cam1_20250923_082602.jpg,1280,720,"[645.0,456.0,323.0,205.0]",0,0.804
test_pen1_tur_cam1_20250923_083002_0007,pen1_tur_cam1_20250923_083002.jpg,1280,720,"[1051.0,216.0,107.0,160.0]",3,0.7715
test_pen1_tur_cam1_20250923_090814_0002,pen1_tur_cam1_20250923_090814.jpg,1280,720,"[584.0,159.0,190.0,287.0]",2,0.876
test_pen1_tur_cam1_20250923_090814_0003,pen1_tur_cam1_20250923_090814.jpg,1280,720,"[476.5,467.5,387.0,206.0]",1,0.827
test_pen1_tur_cam1_20250923_094022_0006,pen1_tur_cam1_20250923_094022.jpg,1280,720,"[1052.0,247.5,112.0,158.0]",3,0.788
test_pen1_tur_cam1_20250923_094123_0007,pen1_tur_cam1_20250923_094123.jpg,1280,720,"[1077.0,348.5,81.0,191.0]",0,0.812
test_pen1_tur_cam1_20250923_095326_0008,pen1_tur_cam1_20250923_095326.jpg,1280,720,"[1047.5,221.0,144.0,148.0]",3,0.7812
test_pen1_tur_cam1_20250923_095526_0001,pen1_tur_cam1_20250923_095526.jpg,1280,720,"[599.5,350.0,300.0,156.0]",3,0.773
test_pen1_tur_cam1_20250923_095526_0008,pen1_tur_cam1_20250923_095526.jpg,1280,720,"[1091.5,379.5,68.0,209.0]",4,0.7524
test_pen1_tur_cam1_20250923_095628_0003,pen1_tur_cam1_20250923_095628.jpg,1280,720,"[254.5,277.5,256.0,395.0]",2,0.666
test_pen1_tur_cam1_20250923_095628_0008,pen1_tur_cam1_20250923_095628.jpg,1280,720,"[1096.0,415.5,64.0,163.0]",4,0.7754
test_pen1_tur_cam1_20250923_095828_0002,pen1_tur_cam1_20250923_095828.jpg,1280,720,"[611.5,376.0,301.0,294.0]",1,0.8384
test_pen1_tur_cam1_20250923_095828_0004,pen1_tur_cam1_20250923_095828.jpg,1280,720,"[857.0,425.0,178.0,204.0]",2,0.609
test_pen1_tur_cam1_20250923_095828_0006,pen1_tur_cam1_20250923_095828.jpg,1280,720,"[1092.0,362.0,66.0,216.0]",4,0.7715
test_pen1_tur_cam1_20250923_100536_0008,pen1_tur_cam1_20250923_100536.jpg,1280,720,"[1092.0,364.0,66.0,214.0]",4,0.766
test_pen1_tur_cam1_20250923_100630_0004,pen1_tur_cam1_20250923_100630.jpg,1280,720,"[638.2,493.2,327.0,178.0]",1,0.8276
test_pen1_tur_cam1_20250923_100630_0005,pen1_tur_cam1_20250923_100630.jpg,1280,720,"[1092.0,362.0,67.0,214.0]",4,0.76
test_pen1_tur_cam1_20250923_100835_0002,pen1_tur_cam1_20250923_100835.jpg,1280,720,"[628.5,490.0,336.0,179.0]",1,0.823
test_pen1_tur_cam1_20250923_100835_0007,pen1_tur_cam1_20250923_100835.jpg,1280,720,"[1092.0,365.5,66.0,212.0]",4,0.7646
test_pen1_tur_cam1_20250923_101035_0008,pen1_tur_cam1_20250923_101035.jpg,1280,720,"[1092.0,369.0,66.0,208.0]",4,0.777
test_pen1_tur_cam1_20250923_102534_0001,pen1_tur_cam1_20250923_102534.jpg,1280,720,"[269.0,250.5,199.0,419.0]",2,0.901
test_pen1_tur_cam1_20250923_102534_0002,pen1_tur_cam1_20250923_102534.jpg,1280,720,"[508.0,43.0,318.0,194.0]",0,0.8364
test_pen1_tur_cam1_20250923_102635_0001,pen1_tur_cam1_20250923_102635.jpg,1280,720,"[518.0,41.5,308.0,202.0]",0,0.835
test_pen1_tur_cam1_20250923_103035_0006,pen1_tur_cam1_20250923_103035.jpg,1280,720,"[967.5,189.0,140.0,95.0]",4,0.747
test_pen1_tur_cam1_20250923_103336_0007,pen1_tur_cam1_20250923_103336.jpg,1280,720,"[968.2,186.0,135.0,99.0]",4,0.7573
test_pen1_tur_cam1_20250923_103536_0005,pen1_tur_cam1_20250923_103536.jpg,1280,720,"[1046.0,224.0,122.0,131.0]",3,0.7856
test_pen1_tur_cam1_20250923_103838_0000,pen1_tur_cam1_20250923_103838.jpg,1280,720,"[503.5,222.5,336.0,329.0]",2,0.7974
test_pen1_tur_cam1_20250923_103838_0006,pen1_tur_cam1_20250923_103838.jpg,1280,720,"[983.5,207.0,142.0,196.0]",3,0.7715
test_pen1_tur_cam1_20250923_104340_0004,pen1_tur_cam1_20250923_104340.jpg,1280,720,"[1094.5,400.5,86.0,189.0]",2,0.835
test_pen1_tur_cam1_20250923_122407_0004,pen1_tur_cam1_20250923_122407.jpg,1280,720,"[547.5,159.0,312.0,239.0]",0,0.8306
test_pen1_tur_cam1_20250923_122907_0003,pen1_tur_cam1_20250923_122907.jpg,1280,720,"[560.5,158.0,299.0,231.0]",0,0.842
test_pen1_tur_cam1_20250923_122907_0004,pen1_tur_cam1_20250923_122907.jpg,1280,720,"[962.0,462.5,166.0,163.0]",0,0.805
test_pen1_tur_cam1_20250923_123410_0006,pen1_tur_cam1_20250923_123410.jpg,1280,720,"[1041.5,221.5,121.0,155.0]",3,0.784
test_pen1_tur_cam1_20250923_123910_0007,pen1_tur_cam1_20250923_123910.jpg,1280,720,"[945.5,254.0,124.0,289.0]",2,0.684
test_pen1_tur_cam1_20250923_124913_0004,pen1_tur_cam1_20250923_124913.jpg,1280,720,"[1023.5,313.5,131.0,197.0]",1,0.8594
test_pen1_tur_cam1_20250923_124913_0005,pen1_tur_cam1_20250923_124913.jpg,1280,720,"[710.5,503.5,292.0,159.0]",1,0.857
test_pen1_tur_cam1_20250923_125113_0003,pen1_tur_cam1_20250923_125113.jpg,1280,720,"[720.0,486.5,278.0,176.0]",1,0.8594
test_pen1_tur_cam1_20250923_130919_0003,pen1_tur_cam1_20250923_130919.jpg,1280,720,"[882.0,529.0,212.0,111.0]",4,0.757
test_pen1_tur_cam1_20250923_131119_0005,pen1_tur_cam1_20250923_131119.jpg,1280,720,"[903.5,530.0,183.0,115.0]",4,0.7476
test_pen1_tur_cam1_20250923_131419_0003,pen1_tur_cam1_20250923_131419.jpg,1280,720,"[1024.5,487.5,131.0,124.0]",0,0.8237
test_pen1_tur_cam1_20250923_131419_0006,pen1_tur_cam1_20250923_131419.jpg,1280,720,"[1011.5,172.0,144.0,100.0]",3,0.773
test_pen1_tur_cam1_20250923_131619_0006,pen1_tur_cam1_20250923_131619.jpg,1280,720,"[1029.5,493.5,127.0,109.0]",0,0.8203
test_pen1_tur_cam1_20250923_132422_0001,pen1_tur_cam1_20250923_132422.jpg,1280,720,"[612.0,477.5,321.0,208.0]",1,0.825
test_pen1_tur_cam1_20250923_132422_0003,pen1_tur_cam1_20250923_132422.jpg,1280,720,"[1024.0,479.0,130.0,132.0]",0,0.823
test_pen1_tur_cam1_20250923_134127_0001,pen1_tur_cam1_20250923_134127.jpg,1280,720,"[534.0,48.0,316.0,204.0]",1,0.836
test_pen1_tur_cam1_20250923_134127_0005,pen1_tur_cam1_20250923_134127.jpg,1280,720,"[1053.5,478.0,100.0,132.0]",0,0.812
test_pen1_tur_cam1_20250923_134428_0001,pen1_tur_cam1_20250923_134428.jpg,1280,720,"[532.0,44.5,317.0,196.0]",1,0.8247
test_pen1_tur_cam1_20250923_140132_0002,pen1_tur_cam1_20250923_140132.jpg,1280,720,"[524.5,10.5,313.0,211.0]",1,0.8237
test_pen1_tur_cam1_20250923_140132_0004,pen1_tur_cam1_20250923_140132.jpg,1280,720,"[279.0,94.0,372.0,233.0]",2,0.614
test_pen1_tur_cam1_20250923_140234_0007,pen1_tur_cam1_20250923_140234.jpg,1280,720,"[998.5,191.5,140.0,147.0]",3,0.771
test_pen1_tur_cam1_20250923_140434_0002,pen1_tur_cam1_20250923_140434.jpg,1280,720,"[538.0,93.5,318.0,239.0]",0,0.8135
test_pen1_tur_cam1_20250923_142439_0008,pen1_tur_cam1_20250923_142439.jpg,1280,720,"[1051.5,485.5,105.0,120.0]",0,0.827
test_pen1_tur_cam1_20250923_172727_0003,pen1_tur_cam1_20250923_172727.jpg,1280,720,"[343.5,1.0,328.0,142.0]",0,0.8066
test_pen1_tur_cam1_20250924_060002_0000,pen1_tur_cam1_20250924_060002.jpg,1280,720,"[453.5,43.5,360.0,256.0]",1,0.839
test_pen1_tur_cam1_20250924_060402_0000,pen1_tur_cam1_20250924_060402.jpg,1280,720,"[455.0,40.8,352.0,185.0]",1,0.8247
test_pen1_tur_cam1_20250924_061707_0006,pen1_tur_cam1_20250924_061707.jpg,1280,720,"[971.5,169.0,130.0,115.0]",4,0.7344
test_pen1_tur_cam1_20250924_061907_0007,pen1_tur_cam1_20250924_061907.jpg,1280,720,"[992.0,169.0,108.0,111.0]",4,0.7363
test_pen1_tur_cam1_20250924_062208_0001,pen1_tur_cam1_20250924_062208.jpg,1280,720,"[684.5,320.5,328.0,214.0]",2,0.659
test_pen1_tur_cam1_20250924_062408_0008,pen1_tur_cam1_20250924_062408.jpg,1280,720,"[977.0,182.5,124.0,108.0]",4,0.76
test_pen1_tur_cam1_20250924_071922_0008,pen1_tur_cam1_20250924_071922.jpg,1280,720,"[1068.5,221.5,89.0,132.0]",3,0.781
test_pen1_tur_cam1_20250924_072024_0008,pen1_tur_cam1_20250924_072024.jpg,1280,720,"[1075.0,215.0,95.0,178.0]",3,0.7744
test_pen1_tur_cam1_20250924_072724_0005,pen1_tur_cam1_20250924_072724.jpg,1280,720,"[876.5,523.5,215.0,121.0]",4,0.7397
test_pen1_tur_cam1_20250924_072724_0008,pen1_tur_cam1_20250924_072724.jpg,1280,720,"[996.5,171.5,110.0,103.0]",4,0.7417
test_pen1_tur_cam1_20250924_072924_0003,pen1_tur_cam1_20250924_072924.jpg,1280,720,"[655.0,462.0,259.0,196.0]",2,0.766
test_pen1_tur_cam1_20250924_073227_0001,pen1_tur_cam1_20250924_073227.jpg,1280,720,"[472.0,483.0,346.0,229.0]",2,0.717
test_pen1_tur_cam1_20250924_074229_0007,pen1_tur_cam1_20250924_074229.jpg,1280,720,"[995.5,173.5,104.0,112.0]",4,0.758
test_pen1_tur_cam1_20250924_074229_0008,pen1_tur_cam1_20250924_074229.jpg,1280,720,"[1086.0,238.0,73.0,221.0]",4,0.7705
test_pen1_tur_cam1_20250924_074429_0006,pen1_tur_cam1_20250924_074429.jpg,1280,720,"[1087.0,239.0,71.0,198.0]",4,0.7666
test_pen1_tur_cam1_20250924_081236_0002,pen1_tur_cam1_20250924_081236.jpg,1280,720,"[765.5,485.5,250.0,174.0]",0,0.8096
test_pen1_tur_cam1_20250924_083943_0004,pen1_tur_cam1_20250924_083943.jpg,1280,720,"[987.0,250.0,170.0,167.0]",3,0.7925
test_pen1_tur_cam1_20250924_084244_0007,pen1_tur_cam1_20250924_084244.jpg,1280,720,"[965.0,213.0,174.0,148.0]",3,0.7837
test_pen1_tur_cam1_20250924_090751_0002,pen1_tur_cam1_20250924_090751.jpg,1280,720,"[430.5,0.5,325.0,235.0]",1,0.8257
test_pen1_tur_cam1_20250924_090751_0006,pen1_tur_cam1_20250924_090751.jpg,1280,720,"[664.0,294.0,207.0,315.0]",2,0.929
test_pen1_tur_cam1_20250924_095606_0001,pen1_tur_cam1_20250924_095606.jpg,1280,720,"[247.5,221.0,370.0,244.0]",2,0.9043
test_pen1_tur_cam1_20250924_095806_0006,pen1_tur_cam1_20250924_095806.jpg,1280,720,"[1080.5,246.5,79.0,198.0]",4,0.759
test_pen1_tur_cam1_20250924_100006_0007,pen1_tur_cam1_20250924_100006.jpg,1280,720,"[1082.0,243.5,76.0,201.0]",4,0.788
test_pen1_tur_cam1_20250924_103315_0003,pen1_tur_cam1_20250924_103315.jpg,1280,720,"[984.0,201.5,161.0,211.0]",3,0.7764
test_pen1_tur_cam1_20250924_103515_0007,pen1_tur_cam1_20250924_103515.jpg,1280,720,"[1028.0,259.5,142.0,101.0]",3,0.7754
test_pen1_tur_cam1_20250924_104016_0008,pen1_tur_cam1_20250924_104016.jpg,1280,720,"[1059.0,217.5,100.0,183.0]",3,0.7744
test_pen1_tur_cam1_20250924_111829_0008,pen1_tur_cam1_20250924_111829.jpg,1280,720,"[1092.6,344.7,79.3,132.3]",4,0.7417
test_pen1_tur_cam1_20250924_112129_0006,pen1_tur_cam1_20250924_112129.jpg,1280,720,"[384.0,458.0,357.0,222.0]",2,0.8115
test_pen1_tur_cam1_20250924_112831_0001,pen1_tur_cam1_20250924_112831.jpg,1280,720,"[668.5,336.5,166.0,330.0]",2,0.9033
test_pen1_tur_cam1_20250924_113031_0001,pen1_tur_cam1_20250924_113031.jpg,1280,720,"[563.2,166.5,293.0,162.0]",2,0.765
test_pen1_tur_cam1_20250924_113837_0007,pen1_tur_cam1_20250924_113837.jpg,1280,720,"[425.5,23.5,301.0,241.0]",2,0.8306
test_pen1_tur_cam1_20250924_121856_0005,pen1_tur_cam1_20250924_121856.jpg,1280,720,"[1071.0,327.5,119.0,162.0]",2,0.743
test_pen1_tur_cam1_20250924_121856_0008,pen1_tur_cam1_20250924_121856.jpg,1280,720,"[1060.2,451.5,100.0,127.0]",2,0.6646
test_pen1_tur_cam1_20250924_123400_0007,pen1_tur_cam1_20250924_123400.jpg,1280,720,"[1097.0,392.5,64.0,193.0]",4,0.759
test_pen1_tur_cam1_20250924_123702_0006,pen1_tur_cam1_20250924_123702.jpg,1280,720,"[1094.8,367.5,63.0,210.0]",4,0.756
test_pen1_tur_cam1_20250924_123702_0008,pen1_tur_cam1_20250924_123702.jpg,1280,720,"[974.0,173.5,131.0,116.0]",4,0.8003
test_pen1_tur_cam1_20250924_123901_0000,pen1_tur_cam1_20250924_123901.jpg,1280,720,"[498.0,410.7,319.0,249.0]",2,0.6665
test_pen1_tur_cam1_20250924_123901_0007,pen1_tur_cam1_20250924_123901.jpg,1280,720,"[1094.5,368.0,64.0,217.0]",4,0.752
test_pen1_tur_cam1_20250924_123901_0008,pen1_tur_cam1_20250924_123901.jpg,1280,720,"[975.5,172.0,129.0,118.0]",4,0.7583
test_pen1_tur_cam1_20250924_130208_0003,pen1_tur_cam1_20250924_130208.jpg,1280,720,"[962.5,213.0,166.0,222.0]",3,0.7754
test_pen1_tur_cam1_20250924_130208_0004,pen1_tur_cam1_20250924_130208.jpg,1280,720,"[628.0,283.6,356.0,214.0]",2,0.625
test_pen1_tur_cam1_20250924_130208_0005,pen1_tur_cam1_20250924_130208.jpg,1280,720,"[390.0,459.0,372.0,203.0]",2,0.7207
test_pen1_tur_cam1_20250924_130408_0007,pen1_tur_cam1_20250924_130408.jpg,1280,720,"[1069.2,403.5,90.0,169.0]",4,0.762
test_pen1_tur_cam1_20250924_130608_0002,pen1_tur_cam1_20250924_130608.jpg,1280,720,"[585.5,539.0,336.0,135.0]",4,0.7344
test_pen1_tur_cam1_20250924_130608_0006,pen1_tur_cam1_20250924_130608.jpg,1280,720,"[1082.0,387.5,74.0,198.0]",4,0.7744
test_pen1_tur_cam1_20250924_135422_0006,pen1_tur_cam1_20250924_135422.jpg,1280,720,"[971.5,201.0,166.0,144.0]",3,0.7734
test_pen1_tur_cam1_20250924_135622_0001,pen1_tur_cam1_20250924_135622.jpg,1280,720,"[354.0,203.5,396.0,246.0]",2,0.777
test_pen1_tur_cam1_20250924_135622_0002,pen1_tur_cam1_20250924_135622.jpg,1280,720,"[565.0,37.5,280.0,211.0]",0,0.813
test_pen1_tur_cam1_20250924_135723_0002,pen1_tur_cam1_20250924_135723.jpg,1280,720,"[563.5,37.0,278.0,212.0]",0,0.8057
test_pen1_tur_cam1_20250924_135723_0005,pen1_tur_cam1_20250924_135723.jpg,1280,720,"[528.0,472.0,366.0,194.0]",1,0.837
